"listing__rating-model","item","item 2","item 3","item 4","ellipsize","listing__excerpt","listing__price"
"Toyota Fortuner","55 - 60K KM","Automatic","DKI Jakarta","Sales Agent","2021 Toyota Fortuner 2.4 VRZ TRD 4X2 SUV","🚗 **PROMO SPESIAL SUV PREMIUM!** 🚗 Miliki sekarang Toyota Fortuner VRZ TRD 4x2 2.4 2021 ...",""
"Honda CR-V","130 - 135K KM","Automatic","Banten","Dealer","2014 Honda CR-V 2.4 Prestige SUV","Harga khusus OTR Kredit dan TDP Paket , Harga Tunai Beda Lagi ... . Harga cash 165 Jt ...","Rp 145.000.000"
"Honda Accord","85 - 90K KM","Automatic","DKI Jakarta","Sales Agent","2022 Honda Accord 1.5 Sedan","🔥 HONDA ACCORD 1.5L TC EL 2022 – LUXURY SEDAN, FITUR LENGKAP, ISTIMEWA! 🔥 Sedan premium ...",""
"Toyota Yaris","35 - 40K KM","Automatic","Jawa Barat","Sales Agent","2021 Toyota Yaris 1.5 TRD Sportivo 7 AB Hatchback - DAPATK...","Datang dan Bawa pulang mobil impianmu HARI INI juga! *📱 Info lengkap : 0896.228.758.18* ...",""
"MINI Cooper","5 - 10K KM","Automatic","DKI Jakarta","Dealer","2021 MINI Cooper 2.0 S John Cooper Works 3 Door Hatchback ...","MINI COOPER S 2.0 LCi II 2021/2022 3DOORS 74th ANNIVERSARRY LIMITED EDITION 1 Of 15 IN ...",""
"MINI Cooper","5 - 10K KM","Automatic","DKI Jakarta","Dealer","2023 MINI Cooper 2.0 S 3 Door Hatchback - Km100 Reg 2024 W...","MINI COOPER 2.0 S HATCHBACK LCI 2023/2024 NEW PROFILE WHITE ON BLACK 3DOORS Km.12.000 ...",""
"","40 - 45K KM","Automatic","Jawa Barat","Sales Agent","2023 Mitsubishi XFORCE 1.5 Ultimate SUV","Mobil Bekas Rasa Mobil Baru Harga SUDAH DIBAWAH PASARAN Unit Ready 2023 Mitsubishi XFORCE ...","Rp 300.000.000"
"Toyota Sienta","35 - 40K KM","Automatic","Jawa Barat","Sales Agent","2021 Toyota Sienta 1.5 V MPV","Mobil Bekas Rasa Mobil Baru Harga SUDAH DIBAWAH PASARAN Unit Ready 2021 Toyota Sienta V ...","Rp 200.000.000"
"Honda HR-V","50 - 55K KM","Automatic","Jawa Barat","Sales Agent","2023 Honda HR-V 1.5 Special Edition SUV","Mobil Bekas Rasa Mobil Baru Harga SUDAH DIBAWAH PASARAN Unit Ready 2023 Honda HRV SE 1.5 ...","Rp 331.000.000"
"","55 - 60K KM","Automatic","Jawa Barat","Sales Agent","2021 Toyota Raize 1.0 GR Sport TSS (2 Tone) SUV","Mobil Bekas Rasa Mobil Baru Harga SUDAH DIBAWAH PASARAN Unit Ready 2021 Toyota Raize GR ...","Rp 205.000.000"
"Honda City","80 - 85K KM","Automatic","Jawa Barat","Sales Agent","2022 Honda City 1.5 RS Honda Sensing Hatchback - RS Sensin...","Mobil Bekas Rasa Mobil Baru Harga SUDAH DIBAWAH PASARAN Unit Ready 2022 Honda City RS ...","Rp 238.000.000"
"Toyota Agya","60 - 65K KM","Automatic","Jawa Barat","Sales Agent","2019 Toyota Agya 1.2 TRD Hatchback","Mobil Bekas Rasa Mobil Baru Harga SUDAH DIBAWAH PASARAN Unit Ready 2019 Toyota Agya G TRD ...","Rp 127.000.000"
"Toyota Kijang Innova","70 - 75K KM","Automatic","Jawa Barat","Sales Agent","2022 Toyota Kijang Innova 2.4 V MPV","Mobil Bekas Rasa Mobil Baru Harga SUDAH DIBAWAH PASARAN Unit Ready 2022 Toyota Kijang ...",""
"Toyota Yaris","30 - 35K KM","Automatic","Jawa Barat","Sales Agent","2021 Toyota Yaris 1.5 TRD Sportivo 3 AB Hatchback","Mobil Bekas Rasa Mobil Baru Harga SUDAH DIBAWAH PASARAN Unit Ready 2021 toyota yaris s ...","Rp 216.000.000"
"","","","","","","",""
"","","","","","","",""
"","50 - 55K KM","Automatic","Jawa Barat","Sales Agent","2022 Honda WR-V 1.5 RS Honda Sensing SUV - RS Sensing","Mobil Bekas Rasa Mobil Baru Harga SUDAH DIBAWAH PASARAN Unit Ready 2022 honda sensing WRV ...","Rp 243.000.000"
"Toyota Voxy","65 - 70K KM","Automatic","Jawa Barat","Sales Agent","2022 Toyota Voxy 2.0 (Premium Color) MPV","Mobil Bekas Rasa Mobil Baru Harga SUDAH DIBAWAH PASARAN Unit Ready 2022 Toyota Voxy 2.0 ...",""
"","40 - 45K KM","Automatic","DKI Jakarta","Sales Agent","2023 Toyota Yaris Cross 1.5 S HV SUV","Mobil Bekas Rasa Mobil Baru Harga SUDAH DIBAWAH PASARAN Unit Ready 2023 Toyota Yaris ...","Rp 350.000.000"
"Honda BR-V","75 - 80K KM","Automatic","DKI Jakarta","Sales Agent","2017 Honda BR-V 1.5 E Prestige SUV","Mobil Bekas Rasa Mobil Baru Harga SUDAH DIBAWAH PASARAN Unit Ready 2017 Honda BRV ...","Rp 175.000.900"
"Honda Brio","50 - 55K KM","Automatic","DKI Jakarta","Sales Agent","2019 Honda Brio 1.2 Satya E Hatchback","Mobil Bekas Rasa Mobil Baru Harga SUDAH DIBAWAH PASARAN Unit Ready 2019 Honda BRIO Satya ...","Rp 150.000.000"
"Honda Jazz","60 - 65K KM","Automatic","DKI Jakarta","Sales Agent","2019 Honda Jazz 1.5 RS Hatchback","Mobil Bekas Rasa Mobil Baru Harga SUDAH DIBAWAH PASARAN Unit Ready 2019 Honda Jazz 1.5 RS ...","Rp 224.000.999"
"","35 - 40K KM","Automatic","DKI Jakarta","Sales Agent","2022 Hyundai Stargazer 1.5 Prime MPV","Mobil Bekas Rasa Mobil Baru Harga SUDAH DIBAWAH PASARAN Unit Ready 2022 Stargazer Prime ...","Rp 208.000.000"
"Suzuki Ertiga","30 - 35K KM","Automatic","Jawa Barat","Sales Agent","2021 Suzuki Ertiga 1.5 Sport MPV","Mobil Bekas Rasa Mobil Baru Harga SUDAH DIBAWAH PASARAN Unit Ready 2021 Ertiga Sport GT ...","Rp 207.000.000"
"Honda Brio","55 - 60K KM","Automatic","Jawa Barat","Sales Agent","2020 Honda Brio 1.2 RS Hatchback","Mobil Bekas Rasa Mobil Baru Harga SUDAH DIBAWAH PASARAN Unit Ready 2020 Honda BRIO RS 1.2 ...",""
"Daihatsu Ayla","10 - 15K KM","Automatic","Jawa Barat","Sales Agent","2023 Daihatsu Ayla 1.0 X Hatchback","Mobil Bekas Rasa Mobil Baru Harga SUDAH DIBAWAH PASARAN Unit Ready 2023 Daihatsu Ayla X ...",""
"Suzuki Ertiga","70 - 75K KM","Automatic","DKI Jakarta","Sales Agent","2020 Suzuki Ertiga 1.5 GX MPV","Mobil Bekas Rasa Mobil Baru Harga SUDAH DIBAWAH PASARAN Unit Ready 2020 Suzuki Ertiga GX ...","Rp 191.000.000"
"Mitsubishi Xpander","85 - 90K KM","Automatic","DKI Jakarta","Sales Agent","2019 Mitsubishi Xpander 1.5 Ultimate MPV","Mobil Bekas Rasa Mobil Baru Harga SUDAH DIBAWAH PASARAN Unit Ready 2019 Mitsubishi ...",""
"Suzuki Baleno","5 - 10K KM","Automatic","DKI Jakarta","Dealer","2024 Suzuki Baleno 1.5 Hatchback","Suzuki Baleno hatchback 2024 (nik 2024) Low km 4rb (full record) Abu-abu Pajak 12-2026 ...","Rp 220.000.000"
"Toyota Kijang Innova","15 - 20K KM","Automatic","Jawa Barat","Dealer","2021 Toyota Kijang Innova 2.0 Venturer MPV","KIJANG INNOVA VENTURER 2.0 AT NIK 2021 PAJAK 10-2026 TGN 1 DARI BARU DOKUMEN LENGKAP ...","Rp 325.000.000"
"Wuling Almaz","60 - 65K KM","Automatic","DKI Jakarta","Private","2019 Wuling Almaz 1.5 Exclusive 7 Seater SUV - 1,5","🚗 DIJUAL WULING ALMAZ EXCLUSIVE 7 SEATER 2019 PANORAMIC SUNROOF – TERAWAT ISTIMEWA 💰 ...",""
"Toyota Fortuner","125 - 130K KM","Automatic","Yogyakarta","Private","2014 Toyota Fortuner 2.5 G SUV","Bismillah Dijual Mobil Pribadi Fortuner VNT G diesel AT 2014 * Hitam * Plat AB * a/n ...","Rp 278.000.000"
"Honda HR-V","130 - 135K KM","Automatic","Banten","Dealer","2017 Honda HR-V 1.8 Prestige SUV","Harga khusus OTR Kredit dan TDP Paket , Harga Tunai Beda Lagi ... . Harga Cash 215 Jt ...","Rp 195.000.000"
"Honda Jazz","145 - 150K KM","Automatic","Jawa Barat","Private","2013 Honda Jazz 1.5 RS Hatchback","Honda Jazz RS Automatic warna merah yang eye-catching, kondisi terawat, nyaman dipakai ...",""
"Toyota Harrier","25 - 30K KM","Automatic","Jawa Barat","Private","2000 Toyota Harrier 3.0 4WD SUV","catatan harrier 1. surat hanya STNK saja,BPKB hilang,pajak off,untuk perpanjang masih ...","Rp 29.000.000"
"Mitsubishi Pajero Sport","130 - 135K KM","Automatic","DKI Jakarta","Dealer","2014 Mitsubishi Pajero Sport 2.5 Dakar 4X2 SUV - VGT Model...","Dijual Mitsubishi Pajero Sport Dakar VGT Diesel 4x2 A/t Tahun 2015 Nik 2014 Cash Warna ...","Rp 245.000.000"
"Mitsubishi Outlander Sport","85 - 90K KM","Automatic","DKI Jakarta","Dealer","2014 Mitsubishi Outlander Sport 2.0 GLS SUV - Facelift KM ...","Yang Anda dapatkan jika membeli di BJM Autocars : * Hanya menjual Mobil Bekas Berkualitas ...","Rp 128.000.000"
"Nissan Elgrand","145 - 150K KM","Automatic","DKI Jakarta","Dealer","2011 Nissan Elgrand 3.5 Highway Star MPV - AT Full Spec   ...","Nissan Elgrand 3500cc full spec yg terlengkap th 2011 harga Rp 165jt KM 147rb","Rp 165.000.000"
"","0 - 5K KM","Automatic","DKI Jakarta","Dealer","2017 Audi R8 5.2 FSI Quattro Plus Coupe - V10 - LOW KM","Audi R8 quattro V10 Plus Coupe Year : 2017 Exterior : Black Interior : Black Leather with ...","Rp 4.750.000.000"
"BMW X5","0 - 5K KM","Automatic","DKI Jakarta","Dealer","2021 BMW X5 3.0 xDrive40i xLine SUV - 7Seater Km4.000 Reg ...","BMW X5 4.0 X-DRIVE 2021/2022 NEW MODEL G05 BLACK ON BLACK Km.4.000 Antik!! , Stnk Bulan ...",""
"Mercedes-Benz C200","15 - 20K KM","Automatic","DKI Jakarta","Dealer","2021 Mercedes-Benz C200 2.0 AMG Final Edition Sedan - Km20...","MERCEDES BENZ C200 AMG FINAL EDITION 2021 BLACK ON BLACK Km.22.000 Antik!! , Stnk Bulan ...",""
"","","","","","","",""
"","","","","","","",""
"Toyota Camry","160 - 165K KM","Automatic","DKI Jakarta","Private","2012 Toyota Camry 2.5 V Sedan","Toyota Camry 2.4 V A/T tahun 2012 - Plat (B-JakPUS) ganjil - Pajak 17 -04-2026 - Shell V ...",""
"Honda BR-V","75 - 80K KM","Automatic","Jawa Barat","Dealer","2022 Honda BR-V 1.5 Prestige Honda Sensing SUV - Prestige ...","Dijual : HONDA BRV PRESTIGE 1.5 SENSING AT 2022 PUTIH MUTIARA METALIK • Kilometer 81RB • ...","Rp 204.000.000"
"","30 - 35K KM","Automatic","DKI Jakarta","Dealer","2019 Mercedes-Benz C300 2.0 AMG Line Sedan - Garansi Mesin...","𝘼𝙫𝙖𝙞𝙡𝙖𝙗𝙡𝙚• Mercedes Benz C300 AMG Facelift (W205) 2019 • White on Black (Super Favorite ...","Rp 469.000.000"
"Suzuki Ertiga","60 - 65K KM","Automatic","DKI Jakarta","Sales Agent","2014 Suzuki Ertiga 1.4 GX MPV - Flash Sale","𝙹𝚊𝚖𝚒𝚗𝚊𝚗 𝙼𝚘𝚋𝚒𝚕 𝙱𝚎𝚔𝚊𝚜 𝙱𝚎𝚛𝚔𝚞𝚊𝚕𝚒𝚝𝚊𝚜 𝗖𝗲𝗸 𝘂𝗻𝗶𝘁 𝗱𝗮𝗵𝘂𝗹𝘂, 𝘁𝗶𝗱𝗮𝗸 𝗽𝗲𝗿𝗹𝘂 𝗯𝗮𝘆𝗮𝗿 𝗮𝗽𝗮-𝗮𝗽𝗮‼️ 𝙎𝙪𝙯𝙪𝙠𝙞 ...","Rp 126.000.000"
"Suzuki Ertiga","70 - 75K KM","Automatic","DKI Jakarta","Sales Agent","2018 Suzuki Ertiga 1.5 GX MPV - Flash Sale","𝙹𝚊𝚖𝚒𝚗𝚊𝚗 𝙼𝚘𝚋𝚒𝚕 𝙱𝚎𝚔𝚊𝚜 𝙱𝚎𝚛𝚔𝚞𝚊𝚕𝚒𝚝𝚊𝚜 𝗖𝗲𝗸 𝘂𝗻𝗶𝘁 𝗱𝗮𝗵𝘂𝗹𝘂, 𝘁𝗶𝗱𝗮𝗸 𝗽𝗲𝗿𝗹𝘂 𝗯𝗮𝘆𝗮𝗿 𝗮𝗽𝗮-𝗮𝗽𝗮‼️ 𝙎𝙪𝙯𝙪𝙠𝙞 ...","Rp 175.000.000"
"BMW X5","0 - 5K KM","Automatic","DKI Jakarta","Dealer","2023 BMW X5 3.0 xDrive40i xLine SUV - , ANTIK KM 3RB AN, M...","For Sale BMW X5 4.0i X DRIVE 2023 HITAM KM 3 Ribuan Asli! Service Resmi!! Waranty on! ...","Rp 1.090.000.000"
"Nissan Grand Livina","100 - 105K KM","Automatic","Banten","Sales Agent","2015 Nissan Grand Livina 1.5 Highway Star Autech MPV","2015 Nissan GRAND LIVINA HIGHWAY STAR 1.5 103.305 km | Automatic - Service Record - ...","Rp 107.000.000"
"Toyota Alphard","15 - 20K KM","Automatic","DKI Jakarta","Dealer","2020 Toyota Alphard 2.5 G MPV - Km23.000 Nik Black On Beig...","ALPHARD 2.5 G ATPM 2020 BLACK ON BEIGE Km.23.000 Antik!! , STNK Bulan 08 ( NIK.2020 ) - ...",""
"Toyota Calya","90 - 95K KM","Automatic","Jawa Barat","Dealer","2016 Toyota Calya 1.2 G MPV","SHOWROOM “AUTODEAL” JUAL BELI MOBIL SECOND BERKUALITAS TOYOTA CALYA G 1.2 AT 2016 Km.91 • ...","Rp 100.000.000"
"Land Rover Range Rover","85 - 90K KM","Automatic","DKI Jakarta","Dealer","2013 Land Rover Range Rover 5.0 Vogue SE SUV - Autobiograp...","Range Rover Vogue 5.0 Autobiography 2013 Supercharged Warna Putih Total DP Rp 20 juta ...",""
"BMW X5","0 - 5K KM","Automatic","DKI Jakarta","Dealer","2024 BMW X5 3.0 xDrive40i M Sport SUV - Km6.000 Nik White ...","BMW X5 M-SPORT 2024 WHITE ON SADDLE BROWN Km.6.000 Antik!! , Stnk Bulan 11 ( NIK.2024 ) - ...",""
"Honda CR-V","60 - 65K KM","Automatic","Banten","Sales Agent","2023 Honda CR-V 1.5 Turbo Prestige SUV - PROMO WARRANTY 1 ...","CRV TURBO PRESTIGE SENSING Km 60rb On Going Pajak On Kunci cadangan lengkap Buku Service ...","Rp 448.000.000"
"BMW X1","0 - 5K KM","Automatic","DKI Jakarta","Dealer","2024 BMW X1 1.5 sDrive18i xLine SUV - Km6.000 Nik Black On...","BMW X1 X-LINE 2024 NEW MODEL BLACK ON BLACK Km.6.000 Antik!! , Stnk Bulan 12 ( NIK.2024 ) ...",""
"Suzuki XL7","80 - 85K KM","Automatic","DKI Jakarta","Sales Agent","2022 Suzuki XL7 1.5 Alpha SUV - ..GARANSI 1TH AC MESIN TRA...","SUZUKI XL7 ALPHA 1.5 (2022/AT) KM 81rb rb | Pajak Mei | Plat Genap Tangerang Harga cash ...","Rp 215.000.000"
"","40 - 45K KM","Automatic","DKI Jakarta","Dealer","2019 Lexus NX 300 2.0 F Sport SUV - ( TDP 59jt ) Hitam Kon...","( TDP 59jt ) Harga Kredit 469jt & Cash 555jt Nego Sampai Deal !! Lexus NX300t 2.0 F-Sport ...","Rp 469.000.000"
"Suzuki Ertiga","70 - 75K KM","Automatic","DKI Jakarta","Sales Agent","2020 Suzuki Ertiga 1.5 GX MPV - Flash Sale","𝙹𝚊𝚖𝚒𝚗𝚊𝚗 𝙼𝚘𝚋𝚒𝚕 𝙱𝚎𝚔𝚊𝚜 𝙱𝚎𝚛𝚔𝚞𝚊𝚕𝚒𝚝𝚊𝚜 𝗖𝗲𝗸 𝘂𝗻𝗶𝘁 𝗱𝗮𝗵𝘂𝗹𝘂, 𝘁𝗶𝗱𝗮𝗸 𝗽𝗲𝗿𝗹𝘂 𝗯𝗮𝘆𝗮𝗿 𝗮𝗽𝗮-𝗮𝗽𝗮‼️ 𝙎𝙪𝙯𝙪𝙠𝙞 ...","Rp 186.000.000"
"Mercedes-Benz CLA200","10 - 15K KM","Automatic","DKI Jakarta","Dealer","2020 Mercedes-Benz CLA200 1.3 AMG Line Coupe - Nik 2019 ( ...","( TDP 62jt ) Harga Kredit 519jt & Cash 610jt Nego Sampai Deal !! New Mercedes Benz CLA200 ...","Rp 519.000.000"
"Toyota Camry","25 - 30K KM","Automatic","DKI Jakarta","Dealer","2022 Toyota Camry 2.5 V Sedan - Facelift ( TDP 36jt ) Hita...","( TDP 36jt ) Harga Kredit 349jt & Cash 430jt Nego Sampai Deal !! Toyota Camry 2.5 V ...","Rp 349.000.000"
"","30 - 35K KM","Automatic","DKI Jakarta","Dealer","2019 Mercedes-Benz C300 2.0 AMG Line Sedan - Facelift W205...","( TDP 60jt ) Harga Kredit 469jt & Cash 579jt Nego Sampai Deal !! Mercedes Benz C300 2.0 ...","Rp 469.000.000"
"Honda CR-V","85 - 90K KM","Automatic","Jawa Timur","Private","2010 Honda CR-V 2.4 SUV","-Pjk baru -Low Km 87,000 -Headlamp & foglamp biled by Pro7 -Sdh start stop engine ...",""
"BMW 320i","20 - 25K KM","Automatic","Banten","Dealer","2022 BMW 320i 2.0 Sport Sedan - Pre LCI Tahun Faktur 2023 ...","BMW 320i G20 Sport Pre LCI Tahun 2022 Faktur 2023 White on Black Sport Sensatec Leather ...",""
"Nissan Grand Livina","105 - 110K KM","Automatic","Jawa Barat","Private","2012 Nissan Grand Livina 1.5 XV MPV - Matic","Bismillah Dijual Cepat, semoga ada yang berjodoh Grand Livina XV AT 2012 Kilometer ...","Rp 86.500.000"
"Suzuki SX4 S-Cross","90 - 95K KM","Automatic","Kalimantan Tengah","Private","2016 Suzuki SX4 S-Cross 1.5 Hatchback","jual mobil Suzuki S Cross Sx4 2016","Rp 100.000.000"
"Toyota Fortuner","45 - 50K KM","Automatic","DKI Jakarta","Dealer","2021 Toyota Fortuner 2.4 VRZ 4X2 SUV","|For Sale Toyota Fortuner VRZ 2.4 4x2 AT 2021 (Facelift) • NIK 2021 • Odo 48.xxx KM ...","Rp 395.000.000"
"","35 - 40K KM","Automatic","DKI Jakarta","Dealer","2022 Hyundai Stargazer 1.5 Prime MPV - matic AT KM 38.xxxx...","Hyundai Stargazer 1.5 Prime 7 Seater AT Matic 2022 Abu Abu. FULL RECORD!!! * Kondisi ...",""
"","","","","","","",""
"","","","","","","",""
"","45 - 50K KM","Automatic","DKI Jakarta","Sales Agent","2023 Toyota Veloz 1.5 Q (Premium Color) MPV","Promo 🥳🥳 *Mobil Bekas Tanpa Cemas*.. FORSALE 📌OTR 236Juta (OTR CASH BERBEDA) CASH / ...",""
"","0 - 5K KM","Automatic","DKI Jakarta","Dealer","2023 Mercedes-Benz A200 1.3 Progressive Line Sedan - Km5.0...","MERCEDES BENZ A200 SALOON FACELIFT PANORAMIC 2023/2024 BLACK ON BLACK Km.5.000 Antik!! , ...",""
"BMW X5","5 - 10K KM","Automatic","DKI Jakarta","Dealer","2023 BMW X5 3.0 xDrive40i xLine SUV - Km11.000 Nik Black O...","BMW X5 4.0 X-DRIVE 2023 BLACK ON BLACK Km.11.000 Antik!! , Stnk Bulan 06 ( NIK.2023 ) - ...",""
"Mazda CX-5","60 - 65K KM","Automatic","Jawa Timur","Dealer","2019 Mazda CX-5 2.5 Elite SUV","Silahkan Nego Ditempat Sambil Cek Unit Petrus Simon **** Mobil Aman Garansi Bukan Bekas ...","Rp 315.000.000"
"Mercedes-Benz C250","35 - 40K KM","Automatic","DKI Jakarta","Dealer","2013 Mercedes-Benz C250 1.8 AMG Coupe - AT KM Low Istimewa...","Yang Anda dapatkan jika membeli di BJM Autocars : * Hanya menjual Mobil Bekas Berkualitas ...",""
"Mercedes-Benz C200","0 - 5K KM","Automatic","DKI Jakarta","Dealer","2024 Mercedes-Benz C200 1.5 Avantgarde Line Sedan - Km5.00...","MERCEDES BENZ C200 AVANTGARDE 2024/2025 NEW MODEL W206 BLACK ON BLACK Km.5.000 Antik!! , ...",""
"BMW 330i","45 - 50K KM","Automatic","DKI Jakarta","Dealer","2021 BMW 330i 2.0 M Sport Sedan - Km55.000 Nik Blue On Bla...","BMW 330i M-SPORT 2021 BLUE ON BLACK Km.55.000 , Stnk Bulan 03 ( NIK.2021 ) - Monitor + ...",""
"Mitsubishi Xpander","30 - 35K KM","Automatic","DKI Jakarta","Sales Agent","2021 Mitsubishi Xpander 1.5 Ultimate MPV - PROMO WARRANTY ...","Xpander 1.5 Ultimate MPV AT Km 31rb On Going Pajak On Kunci cadangan lengkap Buku Service ...","Rp 229.000.000"
"","0 - 5K KM","Automatic","DKI Jakarta","Dealer","2025 Hyundai Palisade 2.5 Calligraphy Hybrid 2WD SUV - Km4...","HYUNDAI PALISADE 2.5 HYBRID CALLIGRAPHY 2025 NEW MODEL BLACK ON BLACK Km.4.000 Antik!! , ...",""
"KIA Seltos","55 - 60K KM","Automatic","Banten","Sales Agent","2021 KIA Seltos 1.4 EX+ SUV - EX CASH CREDIT - GARANSI 1 T...","- Kia Seltos Ex Plus 1.4 - Warna Abu-Abu - Tahun 2021 - Transmisi Matic - Kilometer ...",""
"Toyota Rush","45 - 50K KM","Automatic","DKI Jakarta","Sales Agent","2022 Toyota Rush 1.5 GR Sport SUV - CASH CREDIT - FREE HOM...","- Toyota Rush S GR Sport 1.5 - Warna Silver - Tahun 2022 - Transmisi Matic - Kilometer ...","Rp 235.000.000"
"Mitsubishi Xpander","75 - 80K KM","Automatic","DKI Jakarta","Sales Agent","2019 Mitsubishi Xpander 1.5 Ultimate MPV","2019 Mitsubishi XPANDER ULTIMATE 1.5 78.604 km | Automatic - Service Record - Transmisi ...","Rp 202.000.000"
"Honda HR-V","70 - 75K KM","Automatic","Banten","Dealer","2017 Honda HR-V 1.5 E SUV","Harga khusus OTR Kredit dan TDP Paket , Harga Tunai Beda Lagi ... . Harga Cash 189 Jt ...","Rp 170.000.000"
"","0 - 5K KM","Automatic","DKI Jakarta","Dealer","2023 Mercedes-Benz GLC300 2.0 AMG Line 4MATIC SUV - Km4.00...","MERCEDES BENZ GLC300 AMG LINE 2023 NEW MODEL BLACK ON BLACK Km.4.000 Antik!! , Stnk Bulan ...",""
"Toyota Voxy","45 - 50K KM","Automatic","DKI Jakarta","Dealer","2018 Toyota Voxy 2.0 MPV","- NIK th 2018 - Plat B (ganjil) - Odometer 49rb - Full Original - Exterior Putih - ...",""
"Mitsubishi Pajero Sport","91000 KM","Automatic","Jawa Barat","Dealer","2014 Mitsubishi Pajero Sport 2.5 Dakar 4X2 SUV","Mitsubishi Pajero Sport Dakar AT 2014 Tahun : 2014 Plat : Sumedang Warna : Putih Mutiara ...","Rp 265.000.000"
"","0 - 5K KM","Automatic","DKI Jakarta","Dealer","2014 BMW 640i 3.0 Coupe","BMW 640i COUPE F13 2014 WHITE ON BROWN KM 4.000 PAJAK BULAN 03 2026 PLAT B - Engine ...","Rp 790.000.000"
"Honda HR-V","30 - 35K KM","Automatic","DKI Jakarta","Dealer","2022 Honda HR-V 1.5 Special Edition SUV - TDP 15JT-LOW KM-...","Honda HR-V 1.5L SE CVT NIK 2022 Abu-Abu Bulan Metalik Odo (39rb) Service Record Honda ...","Rp 265.000.000"
"","0 - 5K KM","Automatic","DKI Jakarta","Dealer","2025 Chery Omoda C5 1.5 RZ SUV - KM 3RB PERAK LIKE NEW BGT...","Chery Omoda C5 RZ Luxury AT NIK 2025 Hitam Odo (3rb) Service Record Chery Pajak 12/2026 ...","Rp 265.000.000"
"","10 - 15K KM","Automatic","DKI Jakarta","Dealer","2023 Honda WR-V 1.5 RS SUV - TDP 5JT AJA- SUPER LOW KM 18R...","Honda WR-V 1.5 RS CVT NIK 2023 Abu-Abu Metalik Low Odo (18rb) Service Record Honda B 1460 ...","Rp 199.000.000"
"BMW X3","35 - 40K KM","Automatic","Banten","Dealer","2012 BMW X3 2.0 xDrive20i CKD SUV","BMW X3 XDRIVE 2.0i AT 2012 Bensin Spesifikasi Utama : - Warna: SILVER - Transmisi: AT - ...","Rp 240.000.000"
"","10 - 15K KM","Automatic","DKI Jakarta","Dealer","2024 Mitsubishi XFORCE 1.5 Ultimate SUV","MITSUBISHI XFORCE ULTIMATE 2024 • Tangan Pertama Dari Baru • Plat F Genap Jawa Barat • ...","Rp 259.000.000"
"Honda Civic","45 - 50K KM","Automatic","DKI Jakarta","Dealer","2022 Honda Civic 1.5 RS Sedan","HONDA CIVIC RS 1.5 TURBO VTEC SEDAN AT 2022 • Warna: Platinum White Pearl (Putih Mutiara ...","Rp 375.000.000"
"Mazda 6","55 - 60K KM","Automatic","DKI Jakarta","Dealer","2015 Mazda 6 2.5 Sedan - AT Low KM 60rban Istimewa Tangan ...","Yang Anda dapatkan jika membeli di BJM Autocars : * Hanya menjual Mobil Bekas Berkualitas ...","Rp 233.000.000"
"Ford Fiesta","70 - 75K KM","Automatic","DKI Jakarta","Dealer","2013 Ford Fiesta 1.5 Sport Hatchback - AT Low KM Istimewa ...","Yang Anda dapatkan jika membeli di BAM Autos : * Hanya menjual Mobil Bekas Berkualitas ...","Rp 89.000.000"
"","","","","","","",""
"","","","","","","",""
"BMW X5","5 - 10K KM","Automatic","DKI Jakarta","Dealer","2023 BMW X5 3.0 xDrive40i xLine SUV - Km15.000 Nik White O...","BMW X5 4.0 X-DRIVE 2023 WHITE ON BLACK Km.15.000 Antik!! , Stnk Bulan 07 ( NIK.2023 ) - ...",""
"BMW 520i","0 - 5K KM","Automatic","DKI Jakarta","Dealer","2023 BMW 520i 2.0 M Sport Sedan - Km8.000 Reg 2024 Black O...","BMW 520i M-SPORT 2023/2024 NEW PROFILE ID-7 BLACK ON BLACK Km.8.000 Antik!! , Stnk Bulan ...",""
"Daihatsu Terios","110 - 115K KM","Automatic","Banten","Dealer","2021 Daihatsu Terios 1.5 R SUV","Daihatsu Terios R A/T 2021 • Good condition • Mesin halus & kering • Transmisi responsif ...","Rp 190.000.000"
"Audi Q5","40 - 45K KM","Automatic","DKI Jakarta","Dealer","2012 Audi Q5 2.0 TFSI SUV","Audi Q5 Quatro th 2012 hitam Odo: 45rb Pajak: Nov- 2026 Nama PT TDP: 75Jt Credit: 215 ...","Rp 215.000.000"
"Mitsubishi Triton","60 - 65K KM","Automatic","DKI Jakarta","Dealer","2023 Mitsubishi Triton 2.4 Ultimate Double Cab 4X4 Pickup ...","Triton DC Ultimate 4x4 AT 2022 Odo 64rb Pajak 06/29 Surat lengkap Remote lengkap AC ...","Rp 415.000.000"
"","65 - 70K KM","Automatic","DKI Jakarta","Dealer","2022 Hyundai Creta 1.5 Trend SUV","Creta Trend AT 2022 Odo 69K Pajak 10/26 Surat lengkap Remote lengkap AC dingin Unit mulus ...","Rp 199.000.000"
"Mitsubishi Pajero Sport","60 - 65K KM","Automatic","Banten","Dealer","2022 Mitsubishi Pajero Sport 2.4 Dakar 4x2 SUV","MITSUBISHI PAJERO DAKAR 4x2 Spesifikasi : - Transmisi Automatic - Kilometer 60rb - ⁠pajak ...","Rp 445.000.000"
"Toyota Alphard","80 - 85K KM","Automatic","DKI Jakarta","Dealer","2014 Toyota Alphard 2.4 G MPV - AT Istimewa Low KM","Kami Hanya Menjual Mobil Bekas Berkualitas, Tidak Bekas Banjir/Tabrakan !!! Toyota ...","Rp 248.000.000"
